## 1 - Complete phage contigs - category 1 (sure)
## Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_NODE_176_length_116120_cov_6_38404,118,VIRSorter_NODE_176_length_116120_cov_6_38404-gene_3-gene_75,73,2,2,gene_6-gene_74:4.28657229383501,,gene_3-gene_75:29.77935180151249,,,
VIRSorter_NODE_177_length_116090_cov_5_99117,132,VIRSorter_NODE_177_length_116090_cov_5_99117-gene_105-gene_131,27,2,,gene_108-gene_131:3.86416663931404,,gene_105-gene_131:2.88247432344687,,,
VIRSorter_NODE_1832_length_23581_cov_7_84915,31,VIRSorter_NODE_1832_length_23581_cov_7_84915-gene_13-gene_31,19,2,1,,,gene_13-gene_31:4.84409746607103,,,gene_14-gene_27:3.49977316391477
VIRSorter_NODE_189_length_112489_cov_41_9776,115,VIRSorter_NODE_189_length_112489_cov_41_9776-gene_50-gene_115,66,2,3,gene_59-gene_101:2.54704245123553,,gene_50-gene_115:27.86846825420940,,,
VIRSorter_NODE_2150_length_20438_cov_8_49934,29,VIRSorter_NODE_2150_length_20438_cov_8_49934-gene_7-gene_29,23,2,1,gene_14-gene_29:6.79577146810196,,gene_7-gene_29:10.13203937312250,,,
VIRSorter_NODE_228_length_100367_cov_66_7618,113,VIRSorter_NODE_228_length_100367_cov_66_7618-gene_44-gene_113,70,2,4,gene_58-gene_113:4.09605430289472,,gene_44-gene_113:21.02211684116173,,,
VIRSorter_NODE_230_length_100205_cov_8_34962,108,VIRSorter_NODE_230_length_100205_cov_8_34962-gene_36-gene_96,61,2,4,gene_41-gene_88:17.08751159938353,,gene_36-gene_96:27.15690702386875,,,
VIRSorter_NODE_2472_length_17974_cov_29_1521,14,VIRSorter_NODE_2472_length_17974_cov_29_1521-gene_5-gene_14,10,2,,gene_5-gene_14:2.80289193495835,,,,,
VIRSorter_NODE_24_length_278823_cov_20_6654,231,VIRSorter_NODE_24_length_278823_cov_20_6654-gene_151-gene_194,44,2,4,,,gene_151-gene_194:17.57678224204081,gene_151-gene_192:6.69513273319888,,
VIRSorter_NODE_272_length_88152_cov_56_5416,71,VIRSorter_NODE_272_length_88152_cov_56_5416-gene_1-gene_28,28,2,4,gene_2-gene_28:6.13302641573260,,gene_1-gene_28:11.87100396105909,,,
VIRSorter_NODE_314_length_82324_cov_28_5439,90,VIRSorter_NODE_314_length_82324_cov_28_5439-gene_42-gene_90,49,2,4,gene_57-gene_89:12.03056235474680,,gene_42-gene_90:23.01171698200876,,,
VIRSorter_NODE_3300_length_13385_cov_3_14396,18,VIRSorter_NODE_3300_length_13385_cov_3_14396-gene_1-gene_14,14,2,,gene_4-gene_13:2.32577068023868,,gene_1-gene_14:4.37485153834733,,,
VIRSorter_NODE_33_length_250322_cov_5_60008,265,VIRSorter_NODE_33_length_250322_cov_5_60008-gene_90-gene_143,54,2,2,,,gene_90-gene_143:2.45255608700046,,,
VIRSorter_NODE_353_length_77558_cov_13_782,99,VIRSorter_NODE_353_length_77558_cov_13_782-gene_2-gene_66,65,2,4,gene_8-gene_43:7.69800734800135,,gene_2-gene_66:27.47237584369527,gene_44-gene_55:3.44554013074737,,gene_46-gene_59:3.55266364324446
VIRSorter_NODE_388_length_73886_cov_8_75946,87,VIRSorter_NODE_388_length_73886_cov_8_75946-gene_9-gene_60,52,2,3,gene_11-gene_49:9.51852619217023,,gene_9-gene_60:22.55507793543953,,,
VIRSorter_NODE_39_length_233620_cov_7_54027,230,VIRSorter_NODE_39_length_233620_cov_7_54027-gene_1-gene_54,54,2,3,gene_2-gene_42:7.82389196308381,,gene_1-gene_54:22.90592799399971,,,
VIRSorter_NODE_408_length_71728_cov_5_56879,94,VIRSorter_NODE_408_length_71728_cov_5_56879-gene_22-gene_94,73,2,2,gene_22-gene_93:17.38747150373869,,gene_22-gene_94:35.96584665146779,,,gene_43-gene_94:4.49942620348593
VIRSorter_NODE_43_length_215056_cov_26_3302,225,VIRSorter_NODE_43_length_215056_cov_26_3302-gene_104-gene_196,93,2,2,gene_125-gene_181:12.58055030798848,,gene_104-gene_196:41.74278657941351,gene_104-gene_124:2.51402951122602,,
VIRSorter_NODE_4605_length_9488_cov_3_30839,14,VIRSorter_NODE_4605_length_9488_cov_3_30839-gene_1-gene_11,11,2,1,,,gene_1-gene_11:4.78029332122347,,,
VIRSorter_NODE_470_length_64420_cov_16_0291,67,VIRSorter_NODE_470_length_64420_cov_16_0291-gene_1-gene_44,44,2,5,gene_1-gene_17:3.76119564051121,,gene_1-gene_44:15.27472642950835,,,
VIRSorter_NODE_50_length_199224_cov_33_1703,185,VIRSorter_NODE_50_length_199224_cov_33_1703-gene_44-gene_105,62,2,2,gene_77-gene_88:4.10599759733695,,gene_44-gene_105:20.69818521408155,,,
VIRSorter_NODE_51_length_196291_cov_9_72225,212,VIRSorter_NODE_51_length_196291_cov_9_72225-gene_25-gene_85,61,2,3,gene_25-gene_56:10.76785711899895,,gene_25-gene_85:24.81622069138438,,,gene_57-gene_81:2.63256293955923
VIRSorter_NODE_55_length_193040_cov_25_7274,188,VIRSorter_NODE_55_length_193040_cov_25_7274-gene_123-gene_182,60,2,4,gene_124-gene_180:18.31460157408649,,gene_123-gene_182:26.22783751911545,,,
VIRSorter_NODE_57_length_192343_cov_20_786,154,VIRSorter_NODE_57_length_192343_cov_20_786-gene_94-gene_141,48,2,2,,,gene_99-gene_141:17.29315848838357,gene_94-gene_141:6.96915117631294,,
VIRSorter_NODE_627_length_52288_cov_8_36416,46,VIRSorter_NODE_627_length_52288_cov_8_36416-gene_1-gene_10,10,2,,gene_1-gene_10:2.37981153954216,,gene_1-gene_10:2.56793974796123,,,
VIRSorter_NODE_636_length_51901_cov_4_40875,47,VIRSorter_NODE_636_length_51901_cov_4_40875-gene_21-gene_47,27,2,,gene_22-gene_47:5.97965337093197,,gene_21-gene_47:11.75039848906951,,,
VIRSorter_NODE_803_length_44162_cov_9_37035,48,VIRSorter_NODE_803_length_44162_cov_9_37035-gene_8-gene_43,36,2,4,gene_20-gene_43:4.82320803163514,,gene_8-gene_43:9.02572168794416,,,
VIRSorter_NODE_83_length_169256_cov_5_88518,166,VIRSorter_NODE_83_length_169256_cov_5_88518-gene_20-gene_45,26,2,,,gene_29-gene_43:6.15036278218060,gene_20-gene_45:5.45047255287635,,,
VIRSorter_NODE_85_length_164822_cov_30_4897,180,VIRSorter_NODE_85_length_164822_cov_30_4897-gene_85-gene_180,96,2,4,gene_85-gene_177:15.77508505399485,,gene_87-gene_180:35.55199353671841,,,
## 6 - Prophages - category 3 (not so sure)
## Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_NODE_10_length_359510_cov_26_3306,319,VIRSorter_NODE_10_length_359510_cov_26_3306-gene_50-gene_73,24,3,,,,gene_50-gene_73:4.10021344275197,gene_59-gene_69:2.08735726751559,,
VIRSorter_NODE_1143_length_34347_cov_5_13557,30,VIRSorter_NODE_1143_length_34347_cov_5_13557-gene_8-gene_30,23,3,,,,gene_8-gene_30:4.53052922566668,gene_8-gene_23:2.89051483186435,,
VIRSorter_NODE_11_length_351865_cov_6_53343,323,VIRSorter_NODE_11_length_351865_cov_6_53343-gene_113-gene_136,24,3,,,,gene_113-gene_136:8.60695450283102,gene_114-gene_135:5.25555818394954,,
VIRSorter_NODE_1457_length_28723_cov_3_94865,38,VIRSorter_NODE_1457_length_28723_cov_3_94865-gene_1-gene_18,18,3,,,,gene_1-gene_18:7.10832187441125,gene_6-gene_16:2.31776442422566,,
VIRSorter_NODE_1462_length_28691_cov_28_102,34,VIRSorter_NODE_1462_length_28691_cov_28_102-gene_1-gene_26,26,3,,,,gene_1-gene_26:9.75085916066265,gene_1-gene_15:2.24174606354145,,
VIRSorter_NODE_1471_length_28502_cov_10_5409-circular,18,VIRSorter_NODE_1471_length_28502_cov_10_5409-circular-gene_5-gene_14,10,3,,,,gene_5-gene_14:3.76168255920571,gene_5-gene_14:4.22828251692783,,
VIRSorter_NODE_155_length_124975_cov_25_8011,102,VIRSorter_NODE_155_length_124975_cov_25_8011-gene_3-gene_50,48,3,,,,gene_3-gene_50:9.53695960243124,gene_4-gene_50:4.40879539899510,,
VIRSorter_NODE_166_length_120742_cov_12_7281,196,VIRSorter_NODE_166_length_120742_cov_12_7281-gene_125-gene_196,72,3,,,,gene_127-gene_196:27.86390433079780,gene_125-gene_196:2.97455784098899,,
VIRSorter_NODE_166_length_120742_cov_12_7281,196,VIRSorter_NODE_166_length_120742_cov_12_7281-gene_23-gene_122,100,3,,,,gene_23-gene_122:45.55082568818497,gene_24-gene_120:23.29427566843468,,gene_24-gene_120:10.16456573799465
VIRSorter_NODE_1682_length_25376_cov_4_3086,25,VIRSorter_NODE_1682_length_25376_cov_4_3086-gene_7-gene_25,19,3,,,,gene_7-gene_25:3.95428023567726,gene_7-gene_22:4.26061166840794,,
VIRSorter_NODE_19_length_298302_cov_25_3938,291,VIRSorter_NODE_19_length_298302_cov_25_3938-gene_94-gene_193,100,3,,,,gene_94-gene_193:16.51097247771593,gene_95-gene_180:7.87818119380717,,
VIRSorter_NODE_2172_length_20198_cov_13_2668,24,VIRSorter_NODE_2172_length_20198_cov_13_2668-gene_10-gene_23,14,3,,,,gene_10-gene_23:5.50167185612584,gene_12-gene_23:3.42854451444989,,
VIRSorter_NODE_218_length_102829_cov_23_4774,97,VIRSorter_NODE_218_length_102829_cov_23_4774-gene_47-gene_84,38,3,,,,gene_47-gene_84:5.16769052198328,gene_49-gene_84:2.90394059621112,,
VIRSorter_NODE_231_length_99962_cov_25_6947,113,VIRSorter_NODE_231_length_99962_cov_25_6947-gene_29-gene_111,83,3,,,,gene_29-gene_111:4.89779582596852,gene_53-gene_111:2.32202737201829,,
VIRSorter_NODE_2367_length_18690_cov_2_70083,14,VIRSorter_NODE_2367_length_18690_cov_2_70083-gene_4-gene_14,11,3,,,,gene_4-gene_13:4.23880381392537,gene_5-gene_14:3.23207598133907,,
VIRSorter_NODE_277_length_87480_cov_9_19505,92,VIRSorter_NODE_277_length_87480_cov_9_19505-gene_27-gene_92,66,3,,,,gene_27-gene_92:13.71517363239048,gene_28-gene_92:5.99019130670268,,
VIRSorter_NODE_305_length_83433_cov_49_6924,87,VIRSorter_NODE_305_length_83433_cov_49_6924-gene_50-gene_87,38,3,,,,gene_50-gene_87:13.44283751702681,gene_50-gene_87:13.54678732639459,,
VIRSorter_NODE_3105_length_14303_cov_4_14353,18,VIRSorter_NODE_3105_length_14303_cov_4_14353-gene_1-gene_14,14,3,,,,gene_1-gene_14:5.92764058839813,gene_1-gene_14:3.68169702127796,,
VIRSorter_NODE_331_length_79802_cov_14_3434,101,VIRSorter_NODE_331_length_79802_cov_14_3434-gene_24-gene_101,78,3,,,,gene_24-gene_101:34.33428600430887,gene_32-gene_83:5.74063644022591,,gene_42-gene_82:4.05387090243666
VIRSorter_NODE_332_length_79772_cov_30_0028,70,VIRSorter_NODE_332_length_79772_cov_30_0028-gene_25-gene_44,20,3,,,,gene_25-gene_44:5.84907153729415,gene_27-gene_44:2.99433314525094,,
VIRSorter_NODE_355_length_77228_cov_59_3904,72,VIRSorter_NODE_355_length_77228_cov_59_3904-gene_25-gene_63,39,3,,,,gene_25-gene_63:11.30149445903266,gene_25-gene_63:8.13756449978668,,
VIRSorter_NODE_3655_length_12117_cov_3_24018,15,VIRSorter_NODE_3655_length_12117_cov_3_24018-gene_6-gene_15,10,3,,,,gene_6-gene_15:4.09267577824713,gene_6-gene_15:4.55927573596925,,
VIRSorter_NODE_397_length_73146_cov_10_3526,65,VIRSorter_NODE_397_length_73146_cov_10_3526-gene_2-gene_24,23,3,,,,gene_2-gene_24:9.25122578084170,gene_5-gene_21:5.09778717075909,,
VIRSorter_NODE_436_length_68512_cov_22_7194,63,VIRSorter_NODE_436_length_68512_cov_22_7194-gene_3-gene_36,34,3,,,,gene_3-gene_36:11.69069085107838,gene_3-gene_34:4.90908776116604,,
VIRSorter_NODE_479_length_63322_cov_6_68165,68,VIRSorter_NODE_479_length_63322_cov_6_68165-gene_8-gene_60,53,3,,,,gene_8-gene_60:21.51633384171810,gene_46-gene_59:2.08693626869150,,
VIRSorter_NODE_49_length_204956_cov_57_1579,130,VIRSorter_NODE_49_length_204956_cov_57_1579-gene_79-gene_110,32,3,,,,gene_79-gene_110:8.59173394971590,gene_80-gene_110:2.89996635680198,,
VIRSorter_NODE_500_length_61201_cov_21_7595,61,VIRSorter_NODE_500_length_61201_cov_21_7595-gene_39-gene_54,16,3,,,,gene_39-gene_54:5.52458289919807,gene_39-gene_52:3.47958059612997,,
VIRSorter_NODE_524_length_58800_cov_26_1893,48,VIRSorter_NODE_524_length_58800_cov_26_1893-gene_33-gene_48,16,3,,,,gene_33-gene_48:4.16247939989123,gene_35-gene_48:2.44281493236282,,
VIRSorter_NODE_88_length_161298_cov_9_17065,130,VIRSorter_NODE_88_length_161298_cov_9_17065-gene_57-gene_101,45,3,,,,gene_57-gene_101:16.73492592088654,gene_58-gene_101:5.29826474926254,,
VIRSorter_NODE_95_length_156286_cov_16_0391,154,VIRSorter_NODE_95_length_156286_cov_16_0391-gene_1-gene_77,77,3,,,,gene_1-gene_77:10.78406103551703,gene_3-gene_76:4.40815598182615,,
